Checksummer MsgSize Idle
Baseline 16000 61
Baseline 16000 61
Baseline 16000 59
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 66
Baseline 16000 66
Baseline 16000 66
Baseline 16000 62
Baseline 16000 62
Baseline 16000 61
Baseline 16000 59
Baseline 16000 61
Baseline 16000 62
Baseline 16000 62
Baseline 16000 62
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 62
Baseline 16000 59
Baseline 16000 62
Baseline 16000 59
Baseline 16000 61
Baseline 16000 62
Baseline 16000 61
Baseline 16000 60
Baseline 16000 59
Baseline 16000 62
Baseline 16000 61
Baseline 16000 62
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 60
Baseline 16000 60
Baseline 16000 62
Baseline 16000 61
Baseline 16000 61
Baseline 16000 60
Baseline 16000 59
Baseline 16000 61
Baseline 16000 61
Baseline 16000 62
Baseline 16000 62
Baseline 16000 60
Baseline 16000 60
Baseline 16000 60
Baseline 16000 62
Baseline 16000 60
Baseline 16000 60
Baseline 16000 59
Baseline 16000 59
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 62
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 59
Baseline 16000 62
Baseline 16000 61
Baseline 16000 61
Baseline 16000 62
Baseline 16000 61
Baseline 16000 62
Baseline 16000 62
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 62
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 62
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 59
Baseline 16000 60
Baseline 16000 59
Baseline 16000 59
Baseline 16000 62
Baseline 16000 62
Baseline 16000 59
Baseline 16000 61
Baseline 16000 59
Baseline 16000 61
Baseline 16000 61
Baseline 16000 59
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 32000 71
Baseline 32000 71
Baseline 32000 72
Baseline 32000 69
Baseline 32000 69
Baseline 32000 70
Baseline 32000 70
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 70
Baseline 32000 70
Baseline 32000 70
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 70
Baseline 32000 68
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 70
Baseline 32000 69
Baseline 32000 70
Baseline 32000 69
Baseline 32000 68
Baseline 32000 69
Baseline 32000 70
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 69
Baseline 32000 70
Baseline 32000 71
Baseline 32000 71
Baseline 32000 73
Baseline 32000 73
Baseline 32000 72
Baseline 32000 71
Baseline 32000 72
Baseline 32000 72
Baseline 32000 72
Baseline 32000 73
Baseline 32000 72
Baseline 32000 73
Baseline 32000 73
Baseline 32000 73
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 70
Baseline 32000 70
Baseline 32000 69
Baseline 32000 68
Baseline 32000 70
Baseline 32000 72
Baseline 32000 72
Baseline 32000 72
Baseline 32000 71
Baseline 32000 70
Baseline 32000 70
Baseline 32000 69
Baseline 32000 69
Baseline 32000 70
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 70
Baseline 32000 70
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 67
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 70
Baseline 32000 69
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 67
Baseline 32000 68
Baseline 32000 70
Baseline 32000 68
Baseline 32000 67
Baseline 32000 68
Baseline 32000 70
Baseline 32000 72
Baseline 32000 71
Baseline 32000 69
Baseline 32000 68
Baseline 32000 70
Baseline 32000 69
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 70
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 70
Baseline 32000 70
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 69
Baseline 32000 69
Baseline 32000 67
Baseline 32000 69
Baseline 32000 67
Baseline 32000 66
Baseline 32000 67
Baseline 32000 68
Baseline 32000 67
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 68
Baseline 32000 67
Baseline 32000 67
Baseline 32000 67
Baseline 32000 68
Baseline 32000 67
Baseline 32000 67
Baseline 32000 68
Baseline 32000 69
Baseline 32000 69
Baseline 32000 67
Baseline 32000 68
Baseline 32000 69
Baseline 32000 67
Baseline 32000 68
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 70
Baseline 32000 68
Baseline 32000 68
Baseline 32000 67
Baseline 32000 67
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 72
Baseline 32000 71
Baseline 32000 71
Baseline 32000 71
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 69
Baseline 32000 69
Baseline 32000 69
Baseline 32000 68
Baseline 32000 71
Baseline 32000 71
Baseline 32000 72
Baseline 32000 70
Baseline 32000 69
Baseline 32000 69
Baseline 32000 71
Baseline 32000 68
Baseline 32000 67
Baseline 32000 69
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 67
Baseline 32000 67
Baseline 32000 68
Baseline 32000 67
Baseline 32000 67
Baseline 32000 69
Baseline 32000 71
Baseline 32000 70
Baseline 32000 71
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 67
Baseline 32000 67
Baseline 32000 68
Baseline 32000 68
Baseline 32000 68
Baseline 32000 67
Baseline 32000 68
Baseline 32000 69
Baseline 32000 68
Baseline 32000 68
Baseline 48000 73
Baseline 48000 73
Baseline 48000 74
Baseline 48000 72
Baseline 48000 73
Baseline 48000 73
Baseline 48000 74
Baseline 48000 73
Baseline 48000 73
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 73
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 73
Baseline 48000 72
Baseline 48000 73
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 74
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 73
Baseline 48000 74
Baseline 48000 72
Baseline 48000 71
Baseline 48000 70
Baseline 48000 72
Baseline 48000 72
Baseline 48000 70
Baseline 48000 70
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 70
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 73
Baseline 48000 74
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 73
Baseline 48000 73
Baseline 48000 73
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 70
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 69
Baseline 48000 71
Baseline 48000 72
Baseline 48000 70
Baseline 48000 70
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 73
Baseline 48000 72
Baseline 48000 73
Baseline 48000 72
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 70
Baseline 48000 72
Baseline 48000 73
Baseline 48000 70
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 72
Baseline 48000 74
Baseline 48000 74
Baseline 48000 71
Baseline 48000 70
Baseline 48000 70
Baseline 48000 72
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 70
Baseline 48000 71
Baseline 48000 72
Baseline 48000 71
Baseline 48000 70
Baseline 48000 71
Baseline 48000 72
Baseline 48000 72
Baseline 48000 72
Baseline 48000 73
Baseline 48000 73
Baseline 48000 72
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 69
Baseline 48000 70
Baseline 48000 72
Baseline 48000 71
Baseline 48000 72
Baseline 48000 70
Baseline 48000 70
Baseline 48000 70
Baseline 48000 69
Baseline 48000 70
Baseline 48000 70
Baseline 48000 70
Baseline 48000 71
Baseline 48000 70
Baseline 48000 70
Baseline 48000 71
Baseline 48000 70
Baseline 48000 70
Baseline 48000 69
Baseline 48000 71
Baseline 48000 69
Baseline 48000 69
Baseline 48000 70
Baseline 48000 70
Baseline 48000 70
Baseline 48000 69
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 71
Baseline 48000 70
Baseline 48000 71
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 52
Baseline 8000 64
Baseline 8000 64
Baseline 8000 64
Baseline 8000 61
Baseline 8000 49
Baseline 8000 50
Baseline 8000 58
Baseline 8000 64
Baseline 8000 64
Baseline 8000 63
Baseline 8000 63
Baseline 8000 53
Baseline 8000 51
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 49
Baseline 8000 51
Baseline 8000 49
Baseline 8000 50
Baseline 8000 49
Baseline 8000 50
Baseline 8000 49
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 51
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 52
Baseline 8000 50
Baseline 8000 52
Baseline 8000 54
Baseline 8000 51
Baseline 8000 50
Baseline 8000 63
Baseline 8000 63
Baseline 8000 64
Baseline 8000 62
Baseline 8000 51
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 51
Baseline 8000 51
Baseline 8000 51
Baseline 8000 49
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 53
Baseline 8000 64
Baseline 8000 63
Baseline 8000 64
Baseline 8000 64
Baseline 8000 64
Baseline 8000 64
Baseline 8000 63
Baseline 8000 63
Baseline 8000 64
Baseline 8000 64
Baseline 8000 63
Baseline 8000 63
Baseline 8000 64
Baseline 8000 64
Baseline 8000 64
Baseline 8000 64
Baseline 8000 63
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 51
Baseline 8000 51
Baseline 8000 51
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 51
Baseline 8000 52
Baseline 8000 50
Baseline 8000 62
Baseline 8000 54
Baseline 8000 50
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 51
Baseline 8000 52
Baseline 8000 63
Baseline 8000 58
Baseline 8000 49
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 49
Baseline 8000 51
Baseline 8000 51
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 49
Baseline 8000 51
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 51
Baseline 8000 49
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 50
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 51
Baseline 8000 51
Baseline 8000 50
Baseline 8000 50
Baseline 8000 59
Baseline 8000 63
Baseline 8000 64
Baseline 8000 64
Baseline 8000 64
Baseline 8000 63
Baseline 8000 64
Baseline 8000 63
Baseline 8000 64
Baseline 8000 63
Baseline 8000 63
Baseline 8000 56
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 50
Baseline 8000 50
Baseline 8000 49
Baseline 8000 49
Baseline 8000 51
Baseline 8000 50
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 69
NIOAdler32 100 70
NIOAdler32 100 69
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 61
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 61
NIOAdler32 16000 65
NIOAdler32 16000 64
NIOAdler32 16000 64
NIOAdler32 16000 65
NIOAdler32 16000 64
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 61
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 62
NIOAdler32 16000 65
NIOAdler32 16000 65
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 59
NIOAdler32 16000 61
NIOAdler32 16000 60
NIOAdler32 16000 61
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 57
NIOAdler32 16000 60
NIOAdler32 16000 61
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 61
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 57
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 57
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 57
NIOAdler32 16000 57
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 64
NIOAdler32 16000 64
NIOAdler32 16000 64
NIOAdler32 16000 65
NIOAdler32 16000 65
NIOAdler32 16000 63
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 61
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 57
NIOAdler32 16000 60
NIOAdler32 16000 65
NIOAdler32 16000 65
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 57
NIOAdler32 16000 58
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 60
NIOAdler32 16000 60
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 57
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 57
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 59
NIOAdler32 16000 60
NIOAdler32 16000 59
NIOAdler32 16000 58
NIOAdler32 16000 58
NIOAdler32 16000 60
NIOAdler32 16000 65
NIOAdler32 16000 65
NIOAdler32 16000 63
NIOAdler32 16000 63
NIOAdler32 16000 64
NIOAdler32 32000 68
NIOAdler32 32000 67
NIOAdler32 32000 69
NIOAdler32 32000 66
NIOAdler32 32000 69
NIOAdler32 32000 68
NIOAdler32 32000 66
NIOAdler32 32000 67
NIOAdler32 32000 68
NIOAdler32 32000 69
NIOAdler32 32000 69
NIOAdler32 32000 68
